paleta;nome_cor;codigo_hexadecimal;codigo_rgb;codigo_cmyk
"PANTONE";"4016 C";"#D5BF39";"213,191,57";"0,10,73,16"
"PANTONE";"4017 C";"#DEB83B";"222,184,59";"0,17,73,13"
"PANTONE";"4018 C";"#D1B249";"209,178,73";"0,15,65,18"
"PANTONE";"4019 C";"#C2A84D";"194,168,77";"0,13,60,24"
"PANTONE";"4020 C";"#BF9F00";"191,159,0";"0,17,100,25"
"PANTONE";"4021 C";"#AF9335";"175,147,53";"0,16,70,31"
"PANTONE";"4022 C";"#CEB47E";"206,180,126";"0,13,39,19"
"PANTONE";"4023 C";"#D2B467";"210,180,103";"0,14,51,18"
"PANTONE";"4024 C";"#D4AD67";"212,173,103";"0,18,51,17"
"PANTONE";"4025 C";"#D7A048";"215,160,72";"0,26,67,16"
"PANTONE";"4026 C";"#BC8C3D";"188,140,61";"0,26,68,26"
"PANTONE";"4027 C";"#8E6320";"142,99,32";"0,30,77,44"
"PANTONE";"4028 C";"#83602B";"131,96,43";"0,27,67,49"
"PANTONE";"4029 C";"#E9CDA5";"233,205,165";"0,12,29,9"
"PANTONE";"4030 C";"#F1CAAD";"241,202,173";"0,16,28,5"
"PANTONE";"4031 C";"#EACBBB";"234,203,187";"0,13,20,8"
"PANTONE";"4032 C";"#F5CABF";"245,202,191";"0,18,22,4"
"PANTONE";"4033 C";"#F7BCAC";"247,188,172";"0,24,30,3"
"PANTONE";"4034 C";"#CB9576";"203,149,118";"0,27,42,20"
"PANTONE";"4035 C";"#C79674";"199,150,116";"0,25,42,22"
"PANTONE";"4036 C";"#C09A97";"192,154,151";"0,20,21,25"
"PANTONE";"4037 C";"#B47D75";"180,125,117";"0,31,35,29"
"PANTONE";"4038 C";"#B17368";"177,115,104";"0,35,41,31"
"PANTONE";"4039 C";"#AD6960";"173,105,96";"0,39,45,32"
"PANTONE";"4040 C";"#956A64";"149,106,100";"0,29,33,42"
"PANTONE";"4041 C";"#815E58";"129,94,88";"0,27,32,49"
"PANTONE";"4042 C";"#7A5D53";"122,93,83";"0,24,32,52"
"PANTONE";"4043 C";"#E1C4AE";"225,196,174";"0,13,23,12"
"PANTONE";"4044 C";"#C4A28A";"196,162,138";"0,17,30,23"
"PANTONE";"4045 C";"#BA9682";"186,150,130";"0,19,30,27"
"PANTONE";"4046 C";"#B29780";"178,151,128";"0,15,28,30"
"PANTONE";"4047 C";"#AB8C75";"171,140,117";"0,18,32,33"
"PANTONE";"4048 C";"#A18269";"161,130,105";"0,19,35,37"
"PANTONE";"4049 C";"#96826D";"150,130,109";"0,13,27,41"
"PANTONE";"4050 C";"#D9AC95";"217,172,149";"0,21,31,15"
"PANTONE";"4051 C";"#DF8877";"223,136,119";"0,39,47,13"
"PANTONE";"4052 C";"#DA8879";"218,136,121";"0,38,44,15"
"PANTONE";"4053 C";"#CF7B69";"207,123,105";"0,41,49,19"
"PANTONE";"4054 C";"#A9533F";"169,83,63";"0,51,63,34"
"PANTONE";"4055 C";"#A55343";"165,83,67";"0,50,59,35"
"PANTONE";"4056 C";"#874F47";"135,79,71";"0,41,47,47"
"PANTONE";"4057 C";"#E2665C";"226,102,92";"0,55,59,11"
"PANTONE";"4058 C";"#E44B55";"228,75,85";"0,67,63,11"
"PANTONE";"4059 C";"#C12F41";"193,47,65";"0,76,66,24"
"PANTONE";"4060 C";"#BD3742";"189,55,66";"0,71,65,26"
"PANTONE";"4061 C";"#BD625E";"189,98,94";"0,48,50,26"
"PANTONE";"4062 C";"#A84544";"168,69,68";"0,59,60,34"
"PANTONE";"4063 C";"#9B3F34";"155,63,52";"0,59,66,39"
"PANTONE";"4064 C";"#EBB4BB";"235,180,187";"0,23,20,8"
"PANTONE";"4065 C";"#E4AEB1";"228,174,177";"0,24,22,11"
"PANTONE";"4066 C";"#EAA09C";"234,160,156";"0,32,33,8"
"PANTONE";"4067 C";"#E89E9D";"232,158,157";"0,32,32,9"
"PANTONE";"4068 C";"#E48F93";"228,143,147";"0,37,36,11"
"PANTONE";"4069 C";"#C74E61";"199,78,97";"0,61,51,22"
"PANTONE";"4070 C";"#B53B50";"181,59,80";"0,67,56,29"
"PANTONE";"4071 C";"#CF879D";"207,135,157";"0,35,24,19"
"PANTONE";"4072 C";"#DF7A99";"223,122,153";"0,45,31,13"
"PANTONE";"4073 C";"#C64771";"198,71,113";"0,64,43,22"
"PANTONE";"4074 C";"#7D1B49";"125,27,73";"0,78,42,51"
"PANTONE";"4075 C";"#823550";"130,53,80";"0,59,38,49"
"PANTONE";"4076 C";"#824259";"130,66,89";"0,49,32,49"
"PANTONE";"4077 C";"#834553";"131,69,83";"0,47,37,49"
"PANTONE";"4078 C";"#E7C1D5";"231,193,213";"0,16,8,9"
"PANTONE";"4079 C";"#CDA7C1";"205,167,193";"0,19,6,20"
"PANTONE";"4080 C";"#D0B0CA";"208,176,202";"0,15,3,18"
"PANTONE";"4081 C";"#AF90A7";"175,144,167";"0,18,5,31"
"PANTONE";"4082 C";"#A86590";"168,101,144";"0,40,14,34"
"PANTONE";"4083 C";"#865991";"134,89,145";"8,39,0,43"
"PANTONE";"4084 C";"#713C62";"113,60,98";"0,47,13,56"
"PANTONE";"4085 C";"#C8B7AD";"200,183,173";"0,8,13,22"
"PANTONE";"4086 C";"#BCA5A5";"188,165,165";"0,12,12,26"
"PANTONE";"4087 C";"#B79F97";"183,159,151";"0,13,17,28"
"PANTONE";"4088 C";"#A88B80";"168,139,128";"0,17,24,34"
"PANTONE";"4089 C";"#A48C88";"164,140,136";"0,15,17,36"
"PANTONE";"4090 C";"#8F7368";"143,115,104";"0,20,27,44"
"PANTONE";"4091 C";"#7B605E";"123,96,94";"0,22,24,52"
"PANTONE";"4092 C";"#CAA7B5";"202,167,181";"0,17,10,21"
"PANTONE";"4093 C";"#AE9093";"174,144,147";"0,17,16,32"
"PANTONE";"4094 C";"#916976";"145,105,118";"0,28,19,43"
"PANTONE";"4095 C";"#8B5A6B";"139,90,107";"0,35,23,45"
"PANTONE";"4096 C";"#78494D";"120,73,77";"0,39,36,53"
"PANTONE";"4097 C";"#744D51";"116,77,81";"0,34,30,55"
"PANTONE";"4098 C";"#65443D";"101,68,61";"0,33,40,60"
"PANTONE";"4099 C";"#AC8584";"172,133,132";"0,23,23,33"
"PANTONE";"4100 C";"#7E4D4D";"126,77,77";"0,39,39,51"
"PANTONE";"4101 C";"#622128";"98,33,40";"0,66,59,62"
"PANTONE";"4102 C";"#551C25";"85,28,37";"0,67,56,67"
"PANTONE";"4103 C";"#51252F";"81,37,47";"0,54,42,68"
"PANTONE";"4104 C";"#543A3B";"84,58,59";"0,31,30,67"
"PANTONE";"4105 C";"#663F34";"102,63,52";"0,38,49,60"
"PANTONE";"4106 C";"#C4AAB2";"196,170,178";"0,13,9,23"
"PANTONE";"4107 C";"#AD92A4";"173,146,164";"0,16,5,32"
"PANTONE";"4108 C";"#A58496";"165,132,150";"0,20,9,35"
"PANTONE";"4109 C";"#9E7889";"158,120,137";"0,24,13,38"
"PANTONE";"4110 C";"#8A6D7F";"138,109,127";"0,21,8,46"
"PANTONE";"4111 C";"#7C576A";"124,87,106";"0,30,15,51"
"PANTONE";"4112 C";"#8C6D73";"140,109,115";"0,22,18,45"
"PANTONE";"4113 C";"#A38D91";"163,141,145";"0,13,11,36"
"PANTONE";"4114 C";"#9B8C92";"155,140,146";"0,10,6,39"
"PANTONE";"4115 C";"#948082";"148,128,130";"0,14,12,42"
"PANTONE";"4116 C";"#988383";"152,131,131";"0,14,14,40"
"PANTONE";"4117 C";"#726477";"114,100,119";"4,16,0,53"
"PANTONE";"4118 C";"#46394E";"70,57,78";"10,27,0,69"
"PANTONE";"4119 C";"#403845";"64,56,69";"7,19,0,73"
"PANTONE";"4120 C";"#B8ACD0";"184,172,208";"12,17,0,18"
"PANTONE";"4121 C";"#9B8BB5";"155,139,181";"14,23,0,29"
"PANTONE";"4122 C";"#776CB1";"119,108,177";"33,39,0,31"
"PANTONE";"4123 C";"#A5A7BC";"165,167,188";"12,11,0,26"
"PANTONE";"4124 C";"#8F91B0";"143,145,176";"19,18,0,31"
"PANTONE";"4125 C";"#5F5E77";"95,94,119";"20,21,0,53"
"PANTONE";"4126 C";"#514163";"81,65,99";"18,34,0,61"
"PANTONE";"4127 C";"#808194";"128,129,148";"14,13,0,42"
"PANTONE";"4128 C";"#6E7185";"110,113,133";"17,15,0,48"
"PANTONE";"4129 C";"#676F7F";"103,111,127";"19,13,0,50"
"PANTONE";"4130 C";"#515A6C";"81,90,108";"25,17,0,58"
"PANTONE";"4131 C";"#484B5D";"72,75,93";"23,19,0,64"
"PANTONE";"4132 C";"#3B3A4A";"59,58,74";"20,22,0,71"
"PANTONE";"4133 C";"#3B3B46";"59,59,70";"16,16,0,73"
"PANTONE";"4134 C";"#A0A2B0";"160,162,176";"9,8,0,31"
"PANTONE";"4135 C";"#7B859B";"123,133,155";"21,14,0,39"
"PANTONE";"4136 C";"#606E81";"96,110,129";"26,15,0,49"
"PANTONE";"4137 C";"#475D76";"71,93,118";"40,21,0,54"
"PANTONE";"4138 C";"#4C5F71";"76,95,113";"33,16,0,56"
"PANTONE";"4139 C";"#4F5A6B";"79,90,107";"26,16,0,58"
"PANTONE";"4140 C";"#393D47";"57,61,71";"20,14,0,72"
"PANTONE";"4141 C";"#4964A2";"73,100,162";"55,38,0,36"
"PANTONE";"4142 C";"#3D4E80";"61,78,128";"52,39,0,50"
"PANTONE";"4143 C";"#435570";"67,85,112";"40,24,0,56"
"PANTONE";"4144 C";"#3A3A59";"58,58,89";"35,35,0,65"
"PANTONE";"4145 C";"#2E334E";"46,51,78";"41,35,0,69"
"PANTONE";"4146 C";"#1B1D36";"27,29,54";"50,46,0,79"
"PANTONE";"4147 C";"#26213F";"38,33,63";"40,48,0,75"
"PANTONE";"4148 C";"#6197B0";"97,151,176";"45,14,0,31"
"PANTONE";"4149 C";"#8AAAC5";"138,170,197";"30,14,0,23"
"PANTONE";"4150 C";"#517DB9";"81,125,185";"56,32,0,27"
"PANTONE";"4151 C";"#0067AC";"0,103,172";"100,40,0,33"
"PANTONE";"4152 C";"#135193";"19,81,147";"87,45,0,42"
"PANTONE";"4153 C";"#1A4E8A";"26,78,138";"81,43,0,46"
"PANTONE";"4154 C";"#0E4174";"14,65,116";"88,44,0,55"
"PANTONE";"4155 C";"#B9C9CC";"185,201,204";"9,1,0,20"
"PANTONE";"4156 C";"#97BFCB";"151,191,203";"26,6,0,20"
"PANTONE";"4157 C";"#65AEC1";"101,174,193";"48,10,0,24"
"PANTONE";"4158 C";"#387F97";"56,127,151";"63,16,0,41"
"PANTONE";"4159 C";"#005683";"0,86,131";"100,34,0,49"
"PANTONE";"4160 C";"#004860";"0,72,96";"100,25,0,62"
"PANTONE";"4161 C";"#304C5A";"48,76,90";"47,16,0,65"
"PANTONE";"4162 C";"#A8D3C4";"168,211,196";"20,0,7,17"
"PANTONE";"4163 C";"#8FCAB9";"143,202,185";"29,0,8,21"
"PANTONE";"4164 C";"#1C8172";"28,129,114";"78,0,12,49"
"PANTONE";"4165 C";"#1D6960";"29,105,96";"72,0,9,59"
"PANTONE";"4166 C";"#417571";"65,117,113";"44,0,3,54"
"PANTONE";"4167 C";"#32645C";"50,100,92";"50,0,8,61"
"PANTONE";"4168 C";"#244545";"36,69,69";"48,0,0,73"
"PANTONE";"4169 C";"#B6C8C2";"182,200,194";"9,0,3,22"
"PANTONE";"4170 C";"#A4BDBA";"164,189,186";"13,0,2,26"
"PANTONE";"4171 C";"#9BB9B5";"155,185,181";"16,0,2,27"
"PANTONE";"4172 C";"#81B0AA";"129,176,170";"27,0,3,31"
"PANTONE";"4173 C";"#84C4C0";"132,196,192";"33,0,2,23"
"PANTONE";"4174 C";"#83C1C0";"131,193,192";"32,0,1,24"
"PANTONE";"4175 C";"#93BBC2";"147,187,194";"24,4,0,24"
"PANTONE";"4176 C";"#C4CEC2";"196,206,194";"5,0,6,19"
"PANTONE";"4177 C";"#BBBEAE";"187,190,174";"2,0,8,25"
"PANTONE";"4178 C";"#A8AF99";"168,175,153";"4,0,13,31"
"PANTONE";"4179 C";"#96A480";"150,164,128";"9,0,22,36"
"PANTONE";"4180 C";"#8F9980";"143,153,128";"7,0,16,40"
"PANTONE";"4181 C";"#738670";"115,134,112";"14,0,16,47"
"PANTONE";"4182 C";"#6A7866";"106,120,102";"12,0,15,53"
"PANTONE";"4183 C";"#B9C1B4";"185,193,180";"4,0,7,24"
"PANTONE";"4184 C";"#9AAB9E";"154,171,158";"10,0,8,33"
"PANTONE";"4185 C";"#88A29A";"136,162,154";"16,0,5,36"
"PANTONE";"4186 C";"#6A8E89";"106,142,137";"25,0,4,44"
"PANTONE";"4187 C";"#687C7B";"104,124,123";"16,0,1,51"
"PANTONE";"4188 C";"#445D5C";"68,93,92";"27,0,1,64"
"PANTONE";"4189 C";"#1C4A50";"28,74,80";"65,7,0,69"
"PANTONE";"4190 C";"#A7B2A3";"167,178,163";"6,0,8,30"
"PANTONE";"4191 C";"#94A59E";"148,165,158";"10,0,4,35"
"PANTONE";"4192 C";"#859587";"133,149,135";"11,0,9,42"
"PANTONE";"4193 C";"#62685A";"98,104,90";"6,0,13,59"
"PANTONE";"4194 C";"#566361";"86,99,97";"13,0,2,61"
"PANTONE";"4195 C";"#646566";"100,101,102";"2,1,0,60"
"PANTONE";"4196 C";"#47565A";"71,86,90";"21,4,0,65"
"PANTONE";"4197 C";"#8A9B8E";"138,155,142";"11,0,8,39"
"PANTONE";"4198 C";"#697E70";"105,126,112";"17,0,11,51"
"PANTONE";"4199 C";"#59695C";"89,105,92";"15,0,12,59"
"PANTONE";"4200 C";"#596C62";"89,108,98";"18,0,9,58"
"PANTONE";"4201 C";"#4F685D";"79,104,93";"24,0,11,59"
"PANTONE";"4202 C";"#384E46";"56,78,70";"28,0,10,69"
"PANTONE";"4203 C";"#2E483E";"46,72,62";"36,0,14,72"
"PANTONE";"4204 C";"#C1D1A6";"193,209,166";"8,0,21,18"
"PANTONE";"4205 C";"#A7C186";"167,193,134";"13,0,31,24"
"PANTONE";"4206 C";"#8DAE81";"141,174,129";"19,0,26,32"
"PANTONE";"4207 C";"#7DA177";"125,161,119";"22,0,26,37"
"PANTONE";"4208 C";"#3E7054";"62,112,84";"45,0,25,56"
"PANTONE";"4209 C";"#38584B";"56,88,75";"36,0,15,65"
"PANTONE";"4210 C";"#304F42";"48,79,66";"39,0,16,69"
"PANTONE";"4211 C";"#CFD993";"207,217,147";"5,0,32,15"
"PANTONE";"4212 C";"#86AD3F";"134,173,63";"23,0,64,32"
"PANTONE";"4213 C";"#6A9033";"106,144,51";"26,0,65,44"
"PANTONE";"4214 C";"#5B7954";"91,121,84";"25,0,31,53"
"PANTONE";"4215 C";"#526E3E";"82,110,62";"25,0,44,57"
"PANTONE";"4216 C";"#3E5824";"62,88,36";"30,0,59,65"
"PANTONE";"4217 C";"#4B5E23";"75,94,35";"20,0,63,63"
"PANTONE";"4218 C";"#AFB59D";"175,181,157";"3,0,13,29"
"PANTONE";"4219 C";"#A4AA96";"164,170,150";"4,0,12,33"
"PANTONE";"4220 C";"#888A77";"136,138,119";"1,0,14,46"
"PANTONE";"4221 C";"#7B7D60";"123,125,96";"2,0,23,51"
"PANTONE";"4222 C";"#727563";"114,117,99";"3,0,15,54"
"PANTONE";"4223 C";"#626951";"98,105,81";"7,0,23,59"
"PANTONE";"4224 C";"#3E4938";"62,73,56";"15,0,23,71"
"PANTONE";"4225 C";"#8B8372";"139,131,114";"0,6,18,45"
"PANTONE";"4226 C";"#868165";"134,129,101";"0,4,25,47"
"PANTONE";"4227 C";"#6A6851";"106,104,81";"0,2,24,58"
"PANTONE";"4228 C";"#59563E";"89,86,62";"0,3,30,65"
"PANTONE";"4229 C";"#5B5C4A";"91,92,74";"1,0,20,64"
"PANTONE";"4230 C";"#58534B";"88,83,75";"0,6,15,65"
"PANTONE";"4231 C";"#635C4F";"99,92,79";"0,7,20,61"
"PANTONE";"4232 C";"#D2CF05";"210,207,5";"0,1,98,18"
"PANTONE";"4233 C";"#C0BE00";"192,190,0";"0,1,100,25"
"PANTONE";"4234 C";"#BBC25C";"187,194,92";"4,0,53,24"
"PANTONE";"4235 C";"#B0B07C";"176,176,124";"0,0,30,31"
"PANTONE";"4236 C";"#BFBE69";"191,190,105";"0,1,45,25"
"PANTONE";"4237 C";"#ABA360";"171,163,96";"0,5,44,33"
"PANTONE";"4238 C";"#8D8B53";"141,139,83";"0,1,41,45"
"PANTONE";"4239 C";"#C8C3B3";"200,195,179";"0,3,11,22"
"PANTONE";"4240 C";"#CABFA5";"202,191,165";"0,5,18,21"
"PANTONE";"4241 C";"#BAAC88";"186,172,136";"0,8,27,27"
"PANTONE";"4242 C";"#88764F";"136,118,79";"0,13,42,47"
"PANTONE";"4243 C";"#836A4D";"131,106,77";"0,19,41,49"
"PANTONE";"4244 C";"#7E694F";"126,105,79";"0,17,37,51"
"PANTONE";"4245 C";"#5A5040";"90,80,64";"0,11,29,65"
"PANTONE";"4246 C";"#CDC4AA";"205,196,170";"0,4,17,20"
"PANTONE";"4247 C";"#D1C1A8";"209,193,168";"0,8,20,18"
"PANTONE";"4248 C";"#D5C2A5";"213,194,165";"0,9,23,16"
"PANTONE";"4249 C";"#C3AD8B";"195,173,139";"0,11,29,24"
"PANTONE";"4250 C";"#BBA887";"187,168,135";"0,10,28,27"
"PANTONE";"4251 C";"#B8A279";"184,162,121";"0,12,34,28"
"PANTONE";"4252 C";"#B6A284";"182,162,132";"0,11,27,29"
"PANTONE";"4253 C";"#BAA58D";"186,165,141";"0,11,24,27"
"PANTONE";"4254 C";"#BF9972";"191,153,114";"0,20,40,25"
"PANTONE";"4255 C";"#AD9677";"173,150,119";"0,13,31,32"
"PANTONE";"4256 C";"#AA9071";"170,144,113";"0,15,34,33"
"PANTONE";"4257 C";"#947D6F";"148,125,111";"0,16,25,42"
"PANTONE";"4258 C";"#6F5D58";"111,93,88";"0,16,21,56"
"PANTONE";"4259 C";"#322923";"50,41,35";"0,18,30,80"
"PANTONE";"4260 C";"#CDA890";"205,168,144";"0,18,30,20"
"PANTONE";"4261 C";"#9D6E46";"157,110,70";"0,30,55,38"
"PANTONE";"4262 C";"#A8714E";"168,113,78";"0,33,54,34"
"PANTONE";"4263 C";"#AB6E49";"171,110,73";"0,36,57,33"
"PANTONE";"4264 C";"#AC7052";"172,112,82";"0,35,52,33"
"PANTONE";"4265 C";"#9B6448";"155,100,72";"0,35,54,39"
"PANTONE";"4266 C";"#9A5F3A";"154,95,58";"0,38,62,40"
"PANTONE";"4267 C";"#C1B2A2";"193,178,162";"0,8,16,24"
"PANTONE";"4268 C";"#B3A08E";"179,160,142";"0,11,21,30"
"PANTONE";"4269 C";"#AB9278";"171,146,120";"0,15,30,33"
"PANTONE";"4270 C";"#95866F";"149,134,111";"0,10,26,42"
"PANTONE";"4271 C";"#8E7A6B";"142,122,107";"0,14,25,44"
"PANTONE";"4272 C";"#7E6A5D";"126,106,93";"0,16,26,51"
"PANTONE";"4273 C";"#4E4544";"78,69,68";"0,12,13,69"
"PANTONE";"4274 C";"#B0B7B9";"176,183,185";"5,1,0,27"
"PANTONE";"4275 C";"#ABAEAB";"171,174,171";"2,0,2,32"
"PANTONE";"4276 C";"#9D9C9E";"157,156,158";"1,1,0,38"
"PANTONE";"4277 C";"#8F8B90";"143,139,144";"1,3,0,44"
"PANTONE";"4278 C";"#7E7E82";"126,126,130";"3,3,0,49"
"PANTONE";"4279 C";"#5A5357";"90,83,87";"0,8,3,65"
"PANTONE";"4280 C";"#252A36";"37,42,54";"31,22,0,79"
"PANTONE";"4281 C";"#B2B1B2";"178,177,178";"0,1,0,30"
"PANTONE";"4282 C";"#B0AAAB";"176,170,171";"0,3,3,31"
"PANTONE";"4283 C";"#A9A2A1";"169,162,161";"0,4,5,34"
"PANTONE";"4284 C";"#736B74";"115,107,116";"1,8,0,55"
"PANTONE";"4285 C";"#69616C";"105,97,108";"3,10,0,58"
"PANTONE";"4286 C";"#5F555D";"95,85,93";"0,11,2,63"
"PANTONE";"4287 C";"#454142";"69,65,66";"0,6,4,73"
"PANTONE";"4288 C";"#B7BCB4";"183,188,180";"3,0,4,26"
"PANTONE";"4289 C";"#999998";"153,153,152";"0,0,1,40"
"PANTONE";"4290 C";"#928B8A";"146,139,138";"0,5,5,43"
"PANTONE";"4291 C";"#746E6E";"116,110,110";"0,5,5,55"
"PANTONE";"4292 C";"#716D6E";"113,109,110";"0,4,3,56"
"PANTONE";"4293 C";"#645B64";"100,91,100";"0,9,0,61"
"PANTONE";"4294 C";"#575257";"87,82,87";"0,6,0,66"
"PANTONE";"6001 C";"#E7D07A";"231,208,122";"0,10,47,9"
"PANTONE";"6002 C";"#E8C869";"232,200,105";"0,14,55,9"
"PANTONE";"6003 C";"#E1B744";"225,183,68";"0,19,70,12"
"PANTONE";"6004 C";"#DDAD2B";"221,173,43";"0,22,81,13"
"PANTONE";"6005 C";"#D9A510";"217,165,16";"0,24,93,15"
"PANTONE";"6006 C";"#CE960B";"206,150,11";"0,27,95,19"
"PANTONE";"6007 C";"#BC7B23";"188,123,35";"0,35,81,26"
"PANTONE";"6008 C";"#BC9E72";"188,158,114";"0,16,39,26"
"PANTONE";"6009 C";"#AF8C5C";"175,140,92";"0,20,47,31"
"PANTONE";"6010 C";"#A47F4E";"164,127,78";"0,23,52,36"
"PANTONE";"6011 C";"#9D7743";"157,119,67";"0,24,57,38"
"PANTONE";"6012 C";"#875F2F";"135,95,47";"0,30,65,47"
"PANTONE";"6013 C";"#7B5125";"123,81,37";"0,34,70,52"
"PANTONE";"6014 C";"#67502B";"103,80,43";"0,22,58,60"
"PANTONE";"6015 C";"#F0B27D";"240,178,125";"0,26,48,6"
"PANTONE";"6016 C";"#F49D5A";"244,157,90";"0,36,63,4"
"PANTONE";"6017 C";"#FB9142";"251,145,66";"0,42,74,2"
"PANTONE";"6018 C";"#F5812B";"245,129,43";"0,47,82,4"
"PANTONE";"6019 C";"#EF6B02";"239,107,2";"0,55,99,6"
"PANTONE";"6020 C";"#E25700";"226,87,0";"0,62,100,11"
"PANTONE";"6021 C";"#D75A16";"215,90,22";"0,58,90,16"
"PANTONE";"6022 C";"#F4C0AB";"244,192,171";"0,21,30,4"
"PANTONE";"6023 C";"#EAB296";"234,178,150";"0,24,36,8"
"PANTONE";"6024 C";"#E5967C";"229,150,124";"0,34,46,10"
"PANTONE";"6025 C";"#DB8264";"219,130,100";"0,41,54,14"
"PANTONE";"6026 C";"#D47653";"212,118,83";"0,44,61,17"
"PANTONE";"6027 C";"#C3623A";"195,98,58";"0,50,70,24"
"PANTONE";"6028 C";"#B95C3A";"185,92,58";"0,50,69,27"
"PANTONE";"6029 C";"#D0AFA4";"208,175,164";"0,16,21,18"
"PANTONE";"6030 C";"#C69F90";"198,159,144";"0,20,27,22"
"PANTONE";"6031 C";"#BA8F7D";"186,143,125";"0,23,33,27"
"PANTONE";"6032 C";"#B18271";"177,130,113";"0,27,36,31"
"PANTONE";"6033 C";"#A97663";"169,118,99";"0,30,41,34"
"PANTONE";"6034 C";"#A06A54";"160,106,84";"0,34,48,37"
"PANTONE";"6035 C";"#945E46";"148,94,70";"0,36,53,42"
"PANTONE";"6036 C";"#BE8E90";"190,142,144";"0,25,24,25"
"PANTONE";"6037 C";"#AC7777";"172,119,119";"0,31,31,33"
"PANTONE";"6038 C";"#A16668";"161,102,104";"0,37,35,37"
"PANTONE";"6039 C";"#935657";"147,86,87";"0,41,41,42"
"PANTONE";"6040 C";"#864545";"134,69,69";"0,49,49,47"
"PANTONE";"6041 C";"#7B3939";"123,57,57";"0,54,54,52"
"PANTONE";"6042 C";"#612E2C";"97,46,44";"0,53,55,62"
"PANTONE";"6043 C";"#F39194";"243,145,148";"0,40,39,5"
"PANTONE";"6044 C";"#EF8589";"239,133,137";"0,44,43,6"
"PANTONE";"6045 C";"#EC7B7E";"236,123,126";"0,48,47,7"
"PANTONE";"6046 C";"#E56C6B";"229,108,107";"0,53,53,10"
"PANTONE";"6047 C";"#CF4D40";"207,77,64";"0,63,69,19"
"PANTONE";"6048 C";"#D14F47";"209,79,71";"0,62,66,18"
"PANTONE";"6049 C";"#BB452A";"187,69,42";"0,63,78,27"
"PANTONE";"6050 C";"#FBA9C4";"251,169,196";"0,33,22,2"
"PANTONE";"6051 C";"#FB84A3";"251,132,163";"0,47,35,2"
"PANTONE";"6052 C";"#E76F8A";"231,111,138";"0,52,40,9"
"PANTONE";"6053 C";"#F55D7E";"245,93,126";"0,62,49,4"
"PANTONE";"6054 C";"#DD5778";"221,87,120";"0,61,46,13"
"PANTONE";"6055 C";"#D24461";"210,68,97";"0,68,54,18"
"PANTONE";"6056 C";"#CA3B51";"202,59,81";"0,71,60,21"
"PANTONE";"6057 C";"#D15F98";"209,95,152";"0,55,27,18"
"PANTONE";"6058 C";"#C84D89";"200,77,137";"0,62,32,22"
"PANTONE";"6059 C";"#C44582";"196,69,130";"0,65,34,23"
"PANTONE";"6060 C";"#BD3D79";"189,61,121";"0,68,36,26"
"PANTONE";"6061 C";"#B3336D";"179,51,109";"0,72,39,30"
"PANTONE";"6062 C";"#B22F66";"178,47,102";"0,74,43,30"
"PANTONE";"6063 C";"#A42C59";"164,44,89";"0,73,46,36"
"PANTONE";"6064 C";"#D0AFBC";"208,175,188";"0,16,10,18"
"PANTONE";"6065 C";"#C89BA9";"200,155,169";"0,23,16,22"
"PANTONE";"6066 C";"#C08F9E";"192,143,158";"0,26,18,25"
"PANTONE";"6067 C";"#B48091";"180,128,145";"0,29,19,29"
"PANTONE";"6068 C";"#AB7588";"171,117,136";"0,32,20,33"
"PANTONE";"6069 C";"#9C6377";"156,99,119";"0,37,24,39"
"PANTONE";"6070 C";"#986274";"152,98,116";"0,36,24,40"
"PANTONE";"6071 C";"#937891";"147,120,145";"0,18,1,42"
"PANTONE";"6072 C";"#745371";"116,83,113";"0,28,3,55"
"PANTONE";"6073 C";"#674564";"103,69,100";"0,33,3,60"
"PANTONE";"6074 C";"#603F5B";"96,63,91";"0,34,5,62"
"PANTONE";"6075 C";"#583752";"88,55,82";"0,37,7,65"
"PANTONE";"6076 C";"#462A40";"70,42,64";"0,40,9,73"
"PANTONE";"6077 C";"#392733";"57,39,51";"0,32,11,78"
"PANTONE";"6078 C";"#C095C5";"192,149,197";"3,24,0,23"
"PANTONE";"6079 C";"#B27FB7";"178,127,183";"3,31,0,28"
"PANTONE";"6080 C";"#A36AA9";"163,106,169";"4,37,0,34"
"PANTONE";"6081 C";"#9E61A4";"158,97,164";"4,41,0,36"
"PANTONE";"6082 C";"#905195";"144,81,149";"3,46,0,42"
"PANTONE";"6083 C";"#823F87";"130,63,135";"4,53,0,47"
"PANTONE";"6084 C";"#77367B";"119,54,123";"3,56,0,52"
"PANTONE";"6085 C";"#C7CFDE";"199,207,222";"10,7,0,13"
"PANTONE";"6086 C";"#ADB6CE";"173,182,206";"16,12,0,19"
"PANTONE";"6087 C";"#9DA7C4";"157,167,196";"20,15,0,23"
"PANTONE";"6088 C";"#8A97BB";"138,151,187";"26,19,0,27"
"PANTONE";"6089 C";"#7C8ABA";"124,138,186";"33,26,0,27"
"PANTONE";"6090 C";"#6B74A6";"107,116,166";"36,30,0,35"
"PANTONE";"6091 C";"#546095";"84,96,149";"44,36,0,42"
"PANTONE";"6092 C";"#8C90BE";"140,144,190";"26,24,0,25"
"PANTONE";"6093 C";"#8388BA";"131,136,186";"30,27,0,27"
"PANTONE";"6094 C";"#777AB0";"119,122,176";"32,31,0,31"
"PANTONE";"6095 C";"#6F73AE";"111,115,174";"36,34,0,32"
"PANTONE";"6096 C";"#5E60A0";"94,96,160";"41,40,0,37"
