paleta;nome_cor;codigo_hexadecimal;codigo_rgb;codigo_cmyk
"PANTONE";"300 C";"#005EB8";"0,94,184";"100,49,0,28"
"PANTONE";"301 C";"#004B87";"0,75,135";"100,44,0,47"
"PANTONE";"302 C";"#003B5C";"0,59,92";"100,36,0,64"
"PANTONE";"303 C";"#002A3A";"0,42,58";"100,28,0,77"
"PANTONE";"7688 C";"#4698CA";"70,152,202";"65,25,0,21"
"PANTONE";"7689 C";"#298FC2";"41,143,194";"79,26,0,24"
"PANTONE";"7690 C";"#0076A8";"0,118,168";"100,30,0,34"
"PANTONE";"7691 C";"#006298";"0,98,152";"100,36,0,40"
"PANTONE";"7692 C";"#005687";"0,86,135";"100,36,0,47"
"PANTONE";"7693 C";"#004976";"0,73,118";"100,38,0,54"
"PANTONE";"7694 C";"#01426A";"1,66,106";"99,38,0,58"
"PANTONE";"2975 C";"#99D6EA";"153,214,234";"35,9,0,8"
"PANTONE";"2985 C";"#5BC2E7";"91,194,231";"61,16,0,9"
"PANTONE";"2995 C";"#00A9E0";"0,169,224";"100,25,0,12"
"PANTONE";"3005 C";"#0077C8";"0,119,200";"100,41,0,22"
"PANTONE";"3015 C";"#00629B";"0,98,155";"100,37,0,39"
"PANTONE";"3025 C";"#004F71";"0,79,113";"100,30,0,56"
"PANTONE";"3035 C";"#003E51";"0,62,81";"100,23,0,68"
"PANTONE";"7695 C";"#7BA7BC";"123,167,188";"35,11,0,26"
"PANTONE";"7696 C";"#6399AE";"99,153,174";"43,12,0,32"
"PANTONE";"7697 C";"#4E87A0";"78,135,160";"51,16,0,37"
"PANTONE";"7698 C";"#41748D";"65,116,141";"54,18,0,45"
"PANTONE";"7699 C";"#34657F";"52,101,127";"59,20,0,50"
"PANTONE";"7700 C";"#165C7D";"22,92,125";"82,26,0,51"
"PANTONE";"7701 C";"#005776";"0,87,118";"100,26,0,54"
"PANTONE";"7457 C";"#BBDDE6";"187,221,230";"19,4,0,10"
"PANTONE";"7458 C";"#71B2C9";"113,178,201";"44,11,0,21"
"PANTONE";"7459 C";"#4298B5";"66,152,181";"64,16,0,29"
"PANTONE";"7460 C";"#0086BF";"0,134,191";"100,30,0,25"
"PANTONE";"7461 C";"#007DBA";"0,125,186";"100,33,0,27"
"PANTONE";"7462 C";"#00558C";"0,85,140";"100,39,0,45"
"PANTONE";"7463 C";"#002B49";"0,43,73";"100,41,0,71"
"PANTONE";"304 C";"#9ADBE8";"154,219,232";"34,6,0,9"
"PANTONE";"305 C";"#59CBE8";"89,203,232";"62,13,0,9"
"PANTONE";"306 C";"#00B5E2";"0,181,226";"100,20,0,11"
"PANTONE";"307 C";"#006BA6";"0,107,166";"100,36,0,35"
"PANTONE";"308 C";"#00587C";"0,88,124";"100,29,0,51"
"PANTONE";"309 C";"#003B49";"0,59,73";"100,19,0,71"
"PANTONE";"635 C";"#A4DBE8";"164,219,232";"29,6,0,9"
"PANTONE";"636 C";"#8BD3E6";"139,211,230";"40,8,0,10"
"PANTONE";"637 C";"#4EC3E0";"78,195,224";"65,13,0,12"
"PANTONE";"638 C";"#00AFD7";"0,175,215";"100,19,0,16"
"PANTONE";"639 C";"#0095C8";"0,149,200";"100,25,0,22"
"PANTONE";"640 C";"#0082BA";"0,130,186";"100,30,0,27"
"PANTONE";"641 C";"#0067A0";"0,103,160";"100,36,0,37"
"PANTONE";"7702 C";"#48A9C5";"72,169,197";"63,14,0,23"
"PANTONE";"7703 C";"#009CBD";"0,156,189";"100,17,0,26"
"PANTONE";"7704 C";"#0085AD";"0,133,173";"100,23,0,32"
"PANTONE";"7705 C";"#007096";"0,112,150";"100,25,0,41"
"PANTONE";"7706 C";"#006A8E";"0,106,142";"100,25,0,44"
"PANTONE";"7707 C";"#00617F";"0,97,127";"100,24,0,50"
"PANTONE";"7708 C";"#005670";"0,86,112";"100,23,0,56"
"PANTONE";"628 C";"#B7DDE1";"183,221,225";"19,2,0,12"
"PANTONE";"629 C";"#9BD3DD";"155,211,221";"30,5,0,13"
"PANTONE";"630 C";"#77C5D5";"119,197,213";"44,8,0,16"
"PANTONE";"631 C";"#3EB1C8";"62,177,200";"69,12,0,22"
"PANTONE";"632 C";"#0093B2";"0,147,178";"100,17,0,30"
"PANTONE";"633 C";"#007396";"0,115,150";"100,23,0,41"
"PANTONE";"634 C";"#005F83";"0,95,131";"100,27,0,49"
"PANTONE";"310 C";"#6AD1E3";"106,209,227";"53,8,0,11"
"PANTONE";"311 C";"#05C3DD";"5,195,221";"98,12,0,13"
"PANTONE";"312 C";"#00A9CE";"0,169,206";"100,18,0,19"
"PANTONE";"313 C";"#0092BC";"0,146,188";"100,22,0,26"
"PANTONE";"314 C";"#007FA3";"0,127,163";"100,22,0,36"
"PANTONE";"315 C";"#00677F";"0,103,127";"100,19,0,50"
"PANTONE";"316 C";"#004851";"0,72,81";"100,11,0,68"
"PANTONE";"3105 C";"#67D2DF";"103,210,223";"54,6,0,13"
"PANTONE";"3115 C";"#00C1D4";"0,193,212";"100,9,0,17"
"PANTONE";"3125 C";"#00AEC7";"0,174,199";"100,13,0,22"
"PANTONE";"3135 C";"#008EAA";"0,142,170";"100,16,0,33"
"PANTONE";"3145 C";"#00778B";"0,119,139";"100,14,0,45"
"PANTONE";"3155 C";"#006271";"0,98,113";"100,13,0,56"
"PANTONE";"3165 C";"#004F59";"0,79,89";"100,11,0,65"
"PANTONE";"7709 C";"#63B1BC";"99,177,188";"47,6,0,26"
"PANTONE";"7710 C";"#00A7B5";"0,167,181";"100,8,0,29"
"PANTONE";"7711 C";"#0097A9";"0,151,169";"100,11,0,34"
"PANTONE";"7712 C";"#00859B";"0,133,155";"100,14,0,39"
"PANTONE";"7713 C";"#007D8A";"0,125,138";"100,9,0,46"
"PANTONE";"7714 C";"#007680";"0,118,128";"100,8,0,50"
"PANTONE";"7715 C";"#006269";"0,98,105";"100,7,0,59"
"PANTONE";"317 C";"#B1E4E3";"177,228,227";"22,0,0,11"
"PANTONE";"318 C";"#88DBDF";"136,219,223";"39,2,0,13"
"PANTONE";"319 C";"#2CCCD3";"44,204,211";"79,3,0,17"
"PANTONE";"320 C";"#009CA6";"0,156,166";"100,6,0,35"
"PANTONE";"321 C";"#008C95";"0,140,149";"100,6,0,42"
"PANTONE";"322 C";"#007377";"0,115,119";"100,3,0,53"
"PANTONE";"323 C";"#005F61";"0,95,97";"100,2,0,62"
"PANTONE";"7464 C";"#A0D1CA";"160,209,202";"23,0,3,18"
"PANTONE";"7465 C";"#40C1AC";"64,193,172";"67,0,11,24"
"PANTONE";"7466 C";"#00B0B9";"0,176,185";"100,5,0,27"
"PANTONE";"7467 C";"#00A3AD";"0,163,173";"100,6,0,32"
"PANTONE";"7468 C";"#007398";"0,115,152";"100,24,0,40"
"PANTONE";"7469 C";"#005F86";"0,95,134";"100,29,0,47"
"PANTONE";"7470 C";"#005A6F";"0,90,111";"100,19,0,56"
"PANTONE";"7471 C";"#7EDDD3";"126,221,211";"43,0,5,13"
"PANTONE";"7472 C";"#5CB8B2";"92,184,178";"50,0,3,28"
"PANTONE";"7473 C";"#279989";"39,153,137";"75,0,10,40"
"PANTONE";"7474 C";"#007681";"0,118,129";"100,9,0,49"
"PANTONE";"7475 C";"#477A7B";"71,122,123";"42,1,0,52"
"PANTONE";"7476 C";"#0D5257";"13,82,87";"85,6,0,66"
"PANTONE";"7477 C";"#244C5A";"36,76,90";"60,16,0,65"
"PANTONE";"5523 C";"#B6CFD0";"182,207,208";"12,0,0,18"
"PANTONE";"5513 C";"#ABC7C9";"171,199,201";"15,1,0,21"
"PANTONE";"5503 C";"#94B7BB";"148,183,187";"21,2,0,27"
"PANTONE";"5493 C";"#7FA9AE";"127,169,174";"27,3,0,32"
"PANTONE";"5483 C";"#4F868E";"79,134,142";"44,6,0,44"
"PANTONE";"5473 C";"#115E67";"17,94,103";"83,9,0,60"
"PANTONE";"5463 C";"#07272D";"7,39,45";"84,13,0,82"
"PANTONE";"7716 C";"#00968F";"0,150,143";"100,0,5,41"
"PANTONE";"7717 C";"#00857D";"0,133,125";"100,0,6,48"
"PANTONE";"7718 C";"#007672";"0,118,114";"100,0,3,54"
"PANTONE";"7719 C";"#006D68";"0,109,104";"100,0,5,57"
"PANTONE";"7720 C";"#00635B";"0,99,91";"100,0,8,61"
"PANTONE";"7721 C";"#005E5D";"0,94,93";"100,0,1,63"
"PANTONE";"7722 C";"#005151";"0,81,81";"100,0,0,68"
"PANTONE";"324 C";"#9CDBD9";"156,219,217";"29,0,1,14"
"PANTONE";"325 C";"#64CCC9";"100,204,201";"51,0,1,20"
"PANTONE";"326 C";"#00B2A9";"0,178,169";"100,0,5,30"
"PANTONE";"327 C";"#008675";"0,134,117";"100,0,13,47"
"PANTONE";"328 C";"#007367";"0,115,103";"100,0,10,55"
"PANTONE";"329 C";"#00685E";"0,104,94";"100,0,10,59"
"PANTONE";"330 C";"#00534C";"0,83,76";"100,0,8,67"
"PANTONE";"3242 C";"#71DBD4";"113,219,212";"48,0,3,14"
"PANTONE";"3252 C";"#2AD2C9";"42,210,201";"80,0,4,18"
"PANTONE";"3262 C";"#00BFB2";"0,191,178";"100,0,7,25"
"PANTONE";"3272 C";"#00A499";"0,164,153";"100,0,7,36"
"PANTONE";"3282 C";"#008578";"0,133,120";"100,0,10,48"
"PANTONE";"3292 C";"#00594F";"0,89,79";"100,0,11,65"
"PANTONE";"3302 C";"#004C45";"0,76,69";"100,0,9,70"
"PANTONE";"3245 C";"#7CE0D3";"124,224,211";"45,0,6,12"
"PANTONE";"3255 C";"#2CD5C4";"44,213,196";"79,0,8,16"
"PANTONE";"3265 C";"#00C7B1";"0,199,177";"100,0,11,22"
"PANTONE";"3275 C";"#00B398";"0,179,152";"100,0,15,30"
"PANTONE";"3285 C";"#009681";"0,150,129";"100,0,14,41"
"PANTONE";"3295 C";"#007864";"0,120,100";"100,0,17,53"
"PANTONE";"3305 C";"#004E42";"0,78,66";"100,0,15,69"
"PANTONE";"3248 C";"#6DCDB8";"109,205,184";"47,0,10,20"
"PANTONE";"3258 C";"#49C5B1";"73,197,177";"63,0,10,23"
"PANTONE";"3268 C";"#00AB8E";"0,171,142";"100,0,17,33"
"PANTONE";"3278 C";"#009B77";"0,155,119";"100,0,23,39"
"PANTONE";"3288 C";"#008264";"0,130,100";"100,0,23,49"
"PANTONE";"3298 C";"#006A52";"0,106,82";"100,0,23,58"
"PANTONE";"3308 C";"#024638";"2,70,56";"97,0,20,73"
"PANTONE";"566 C";"#B9DCD2";"185,220,210";"16,0,5,14"
"PANTONE";"565 C";"#A1D6CA";"161,214,202";"25,0,6,16"
"PANTONE";"564 C";"#86C8BC";"134,200,188";"33,0,6,22"
"PANTONE";"563 C";"#6BBBAE";"107,187,174";"43,0,7,27"
"PANTONE";"562 C";"#006F62";"0,111,98";"100,0,12,56"
"PANTONE";"561 C";"#00594C";"0,89,76";"100,0,15,65"
"PANTONE";"560 C";"#1D3C34";"29,60,52";"52,0,13,76"
"PANTONE";"573 C";"#B5E3D8";"181,227,216";"20,0,5,11"
"PANTONE";"572 C";"#A5DFD3";"165,223,211";"26,0,5,13"
"PANTONE";"571 C";"#98DBCE";"152,219,206";"31,0,6,14"
"PANTONE";"570 C";"#6BCABA";"107,202,186";"47,0,8,21"
"PANTONE";"569 C";"#00816D";"0,129,109";"100,0,16,49"
"PANTONE";"568 C";"#006C5B";"0,108,91";"100,0,16,58"
"PANTONE";"567 C";"#173F35";"23,63,53";"63,0,16,75"
"PANTONE";"559 C";"#ADCAB8";"173,202,184";"14,0,9,21"
"PANTONE";"558 C";"#9ABEAA";"154,190,170";"19,0,11,25"
"PANTONE";"557 C";"#85B09A";"133,176,154";"24,0,13,31"
"PANTONE";"556 C";"#6FA287";"111,162,135";"31,0,17,36"
"PANTONE";"555 C";"#28724F";"40,114,79";"65,0,31,55"
"PANTONE";"554 C";"#205C40";"32,92,64";"65,0,30,64"
"PANTONE";"553 C";"#284734";"40,71,52";"44,0,27,72"
"PANTONE";"5595 C";"#BFCEC2";"191,206,194";"7,0,6,19"
"PANTONE";"5585 C";"#A7BDB1";"167,189,177";"12,0,6,26"
"PANTONE";"5575 C";"#92ACA0";"146,172,160";"15,0,7,33"
"PANTONE";"5565 C";"#7F9C90";"127,156,144";"19,0,8,39"
"PANTONE";"5555 C";"#5C7F71";"92,127,113";"28,0,11,50"
"PANTONE";"5545 C";"#43695B";"67,105,91";"36,0,13,59"
"PANTONE";"5535 C";"#183029";"24,48,41";"50,0,15,81"
"PANTONE";"5665 C";"#BAC5B9";"186,197,185";"6,0,6,23"
"PANTONE";"5655 C";"#B0BDB0";"176,189,176";"7,0,7,26"
"PANTONE";"5645 C";"#A3B2A4";"163,178,164";"8,0,8,30"
"PANTONE";"5635 C";"#94A596";"148,165,150";"10,0,9,35"
"PANTONE";"5625 C";"#708573";"112,133,115";"16,0,14,48"
"PANTONE";"5615 C";"#5E7461";"94,116,97";"19,0,16,55"
"PANTONE";"5605 C";"#22372B";"34,55,43";"38,0,22,78"
"PANTONE";"5527 C";"#BCC9C5";"188,201,197";"6,0,2,21"
"PANTONE";"5517 C";"#B1C0BC";"177,192,188";"8,0,2,25"
"PANTONE";"5507 C";"#9DB0AC";"157,176,172";"11,0,2,31"
"PANTONE";"5497 C";"#829995";"130,153,149";"15,0,3,40"
"PANTONE";"5487 C";"#5E7975";"94,121,117";"22,0,3,53"
"PANTONE";"5477 C";"#3E5D58";"62,93,88";"33,0,5,64"
"PANTONE";"5467 C";"#18332F";"24,51,47";"53,0,8,80"
"PANTONE";"621 C";"#D1E0D7";"209,224,215";"7,0,4,12"
"PANTONE";"622 C";"#B7CDC2";"183,205,194";"11,0,5,20"
"PANTONE";"623 C";"#9AB9AD";"154,185,173";"17,0,6,27"
"PANTONE";"624 C";"#789F90";"120,159,144";"25,0,9,38"
"PANTONE";"625 C";"#507F70";"80,127,112";"37,0,12,50"
"PANTONE";"626 C";"#285C4D";"40,92,77";"57,0,16,64"
"PANTONE";"627 C";"#13322B";"19,50,43";"62,0,14,80"
"PANTONE";"331 C";"#A7E6D7";"167,230,215";"27,0,7,10"
"PANTONE";"332 C";"#8CE2D0";"140,226,208";"38,0,8,11"
"PANTONE";"333 C";"#3CDBC0";"60,219,192";"73,0,12,14"
"PANTONE";"334 C";"#009775";"0,151,117";"100,0,23,41"
"PANTONE";"335 C";"#007B5F";"0,123,95";"100,0,23,52"
"PANTONE";"336 C";"#00664F";"0,102,79";"100,0,23,60"
"PANTONE";"337 C";"#8FD6BD";"143,214,189";"33,0,12,16"
"PANTONE";"338 C";"#6ECEB2";"110,206,178";"47,0,14,19"
"PANTONE";"339 C";"#00B388";"0,179,136";"100,0,24,30"
"PANTONE";"340 C";"#00965E";"0,150,94";"100,0,37,41"
"PANTONE";"341 C";"#007A53";"0,122,83";"100,0,32,52"
"PANTONE";"342 C";"#006747";"0,103,71";"100,0,31,60"
"PANTONE";"343 C";"#115740";"17,87,64";"80,0,26,66"
"PANTONE";"7723 C";"#50A684";"80,166,132";"52,0,20,35"
"PANTONE";"7724 C";"#00966C";"0,150,108";"100,0,28,41"
"PANTONE";"7725 C";"#008755";"0,135,85";"100,0,37,47"
"PANTONE";"7726 C";"#007B4B";"0,123,75";"100,0,39,52"
"PANTONE";"7727 C";"#006F44";"0,111,68";"100,0,39,56"
"PANTONE";"7728 C";"#006845";"0,104,69";"100,0,34,59"
"PANTONE";"7729 C";"#005844";"0,88,68";"100,0,23,65"
"PANTONE";"3375 C";"#7AE1BF";"122,225,191";"46,0,15,12"
"PANTONE";"3385 C";"#47D7AC";"71,215,172";"67,0,20,16"
"PANTONE";"3395 C";"#00C389";"0,195,137";"100,0,30,24"
"PANTONE";"3405 C";"#00AF66";"0,175,102";"100,0,42,31"
"PANTONE";"3415 C";"#007749";"0,119,73";"100,0,39,53"
"PANTONE";"3425 C";"#006341";"0,99,65";"100,0,34,61"
"PANTONE";"3435 C";"#154734";"21,71,52";"70,0,27,72"
"PANTONE";"344 C";"#A0DAB3";"160,218,179";"27,0,18,15"
"PANTONE";"345 C";"#91D6AC";"145,214,172";"32,0,20,16"
"PANTONE";"346 C";"#71CC98";"113,204,152";"45,0,25,20"
"PANTONE";"347 C";"#009A44";"0,154,68";"100,0,56,40"
"PANTONE";"348 C";"#00843D";"0,132,61";"100,0,54,48"
"PANTONE";"349 C";"#046A38";"4,106,56";"96,0,47,58"
"PANTONE";"350 C";"#2C5234";"44,82,52";"46,0,37,68"
"PANTONE";"351 C";"#A2E4B8";"162,228,184";"29,0,19,11"
"PANTONE";"352 C";"#8FE2B0";"143,226,176";"37,0,22,11"
"PANTONE";"353 C";"#80E0A7";"128,224,167";"43,0,25,12"
"PANTONE";"354 C";"#00B140";"0,177,64";"100,0,64,31"
"PANTONE";"355 C";"#009739";"0,151,57";"100,0,62,41"
"PANTONE";"356 C";"#007A33";"0,122,51";"100,0,58,52"
"PANTONE";"357 C";"#215732";"33,87,50";"62,0,43,66"
"PANTONE";"7478 C";"#9BE3BF";"155,227,191";"32,0,16,11"
"PANTONE";"7479 C";"#26D07C";"38,208,124";"82,0,40,18"
"PANTONE";"7480 C";"#00BF6F";"0,191,111";"100,0,42,25"
"PANTONE";"7481 C";"#00B74F";"0,183,79";"100,0,57,28"
"PANTONE";"7482 C";"#009F4D";"0,159,77";"100,0,52,38"
"PANTONE";"7483 C";"#275D38";"39,93,56";"58,0,40,64"
"PANTONE";"7484 C";"#00573F";"0,87,63";"100,0,28,66"
"PANTONE";"7730 C";"#4B9560";"75,149,96";"50,0,36,42"
"PANTONE";"7731 C";"#228848";"34,136,72";"75,0,47,47"
"PANTONE";"7732 C";"#007A3E";"0,122,62";"100,0,49,52"
"PANTONE";"7733 C";"#007041";"0,112,65";"100,0,42,56"
"PANTONE";"7734 C";"#286140";"40,97,64";"59,0,34,62"
"PANTONE";"7735 C";"#36573B";"54,87,59";"38,0,32,66"
"PANTONE";"7736 C";"#385542";"56,85,66";"34,0,22,67"
"PANTONE";"7737 C";"#6BA539";"107,165,57";"35,0,65,35"
"PANTONE";"7738 C";"#47A23F";"71,162,63";"56,0,61,36"
"PANTONE";"7739 C";"#309B42";"48,155,66";"69,0,57,39"
"PANTONE";"7740 C";"#3A913F";"58,145,63";"60,0,57,43"
"PANTONE";"7741 C";"#44883E";"68,136,62";"50,0,54,47"
"PANTONE";"7742 C";"#4A783C";"74,120,60";"38,0,50,53"
"PANTONE";"7743 C";"#44693D";"68,105,61";"35,0,42,59"
"PANTONE";"358 C";"#ADDC91";"173,220,145";"21,0,34,14"
"PANTONE";"359 C";"#A1D884";"161,216,132";"25,0,39,15"
"PANTONE";"360 C";"#6CC24A";"108,194,74";"44,0,62,24"
"PANTONE";"361 C";"#43B02A";"67,176,42";"62,0,76,31"
"PANTONE";"362 C";"#509E2F";"80,158,47";"49,0,70,38"
"PANTONE";"363 C";"#4C8D2B";"76,141,43";"46,0,70,45"
"PANTONE";"364 C";"#4A7729";"74,119,41";"38,0,66,53"
"PANTONE";"7485 C";"#D0DEBB";"208,222,187";"6,0,16,13"
"PANTONE";"7486 C";"#BCE194";"188,225,148";"16,0,34,12"
"PANTONE";"7487 C";"#8EDD65";"142,221,101";"36,0,54,13"
"PANTONE";"7488 C";"#78D64B";"120,214,75";"44,0,65,16"
"PANTONE";"7489 C";"#74AA50";"116,170,80";"32,0,53,33"
"PANTONE";"7490 C";"#719949";"113,153,73";"26,0,52,40"
"PANTONE";"7491 C";"#79863C";"121,134,60";"10,0,55,47"
"PANTONE";"365 C";"#C2E189";"194,225,137";"14,0,39,12"
"PANTONE";"366 C";"#B7DD79";"183,221,121";"17,0,45,13"
"PANTONE";"367 C";"#A4D65E";"164,214,94";"23,0,56,16"
"PANTONE";"368 C";"#78BE21";"120,190,33";"37,0,83,25"
"PANTONE";"369 C";"#64A70B";"100,167,11";"40,0,93,35"
"PANTONE";"370 C";"#658D1B";"101,141,27";"28,0,81,45"
"PANTONE";"371 C";"#546223";"84,98,35";"14,0,64,62"
"PANTONE";"372 C";"#D4EC8E";"212,236,142";"10,0,40,7"
"PANTONE";"373 C";"#CDEA80";"205,234,128";"12,0,45,8"
"PANTONE";"374 C";"#C5E86C";"197,232,108";"15,0,53,9"
"PANTONE";"375 C";"#97D700";"151,215,0";"30,0,100,16"
"PANTONE";"376 C";"#84BD00";"132,189,0";"30,0,100,26"
"PANTONE";"377 C";"#7A9A01";"122,154,1";"21,0,99,40"
"PANTONE";"378 C";"#59621D";"89,98,29";"9,0,70,62"
"PANTONE";"580 C";"#C4D6A4";"196,214,164";"8,0,23,16"
"PANTONE";"579 C";"#BCD19B";"188,209,155";"10,0,26,18"
"PANTONE";"578 C";"#B7CE95";"183,206,149";"11,0,28,19"
"PANTONE";"577 C";"#A9C47F";"169,196,127";"14,0,35,23"
"PANTONE";"576 C";"#789D4A";"120,157,74";"24,0,53,38"
"PANTONE";"575 C";"#67823A";"103,130,58";"21,0,55,49"
"PANTONE";"574 C";"#4E5B31";"78,91,49";"14,0,46,64"
"PANTONE";"5807 C";"#D0D1AB";"208,209,171";"0,0,18,18"
"PANTONE";"5797 C";"#C6C89B";"198,200,155";"1,0,23,22"
"PANTONE";"5787 C";"#BABD8B";"186,189,139";"2,0,26,26"
"PANTONE";"5777 C";"#A2A568";"162,165,104";"2,0,37,35"
"PANTONE";"5767 C";"#8A8D4A";"138,141,74";"2,0,48,45"
"PANTONE";"5757 C";"#6D712E";"109,113,46";"4,0,59,56"
"PANTONE";"5747 C";"#3D441E";"61,68,30";"10,0,56,73"
"PANTONE";"5875 C";"#D2CE9E";"210,206,158";"0,2,25,18"
"PANTONE";"5865 C";"#CBC793";"203,199,147";"0,2,28,20"
"PANTONE";"5855 C";"#C0BB87";"192,187,135";"0,3,30,25"
"PANTONE";"5845 C";"#AFA96E";"175,169,110";"0,3,37,31"
"PANTONE";"5835 C";"#A09958";"160,153,88";"0,4,45,37"
"PANTONE";"5825 C";"#89813D";"137,129,61";"0,6,55,46"
"PANTONE";"5815 C";"#555025";"85,80,37";"0,6,56,67"
"PANTONE";"5803 C";"#C3C6A8";"195,198,168";"2,0,15,22"
"PANTONE";"5793 C";"#B3B995";"179,185,149";"3,0,19,27"
"PANTONE";"5783 C";"#A3AA83";"163,170,131";"4,0,23,33"
"PANTONE";"5773 C";"#899064";"137,144,100";"5,0,31,44"
"PANTONE";"5763 C";"#737B4C";"115,123,76";"7,0,38,52"
"PANTONE";"5753 C";"#5E6738";"94,103,56";"9,0,46,60"
"PANTONE";"5743 C";"#3E4827";"62,72,39";"14,0,46,72"
"PANTONE";"7492 C";"#BFCC80";"191,204,128";"6,0,37,20"
"PANTONE";"7493 C";"#BBC592";"187,197,146";"5,0,26,23"
"PANTONE";"7494 C";"#9CAF88";"156,175,136";"11,0,22,31"
"PANTONE";"7495 C";"#8F993E";"143,153,62";"7,0,59,40"
"PANTONE";"7496 C";"#76881D";"118,136,29";"13,0,79,47"
"PANTONE";"7497 C";"#7A7256";"122,114,86";"0,7,30,52"
"PANTONE";"7498 C";"#5B6236";"91,98,54";"7,0,45,62"
"PANTONE";"7744 C";"#BABC16";"186,188,22";"1,0,88,26"
"PANTONE";"7745 C";"#ABAD23";"171,173,35";"1,0,80,32"
"PANTONE";"7746 C";"#999B30";"153,155,48";"1,0,69,39"
"PANTONE";"7747 C";"#888D30";"136,141,48";"4,0,66,45"
"PANTONE";"7748 C";"#7C8034";"124,128,52";"3,0,59,50"
"PANTONE";"7749 C";"#727337";"114,115,55";"1,0,52,55"
"PANTONE";"7750 C";"#656635";"101,102,53";"1,0,48,60"
"PANTONE";"379 C";"#E2E868";"226,232,104";"3,0,55,9"
"PANTONE";"380 C";"#DBE442";"219,228,66";"4,0,71,11"
"PANTONE";"381 C";"#CEDC00";"206,220,0";"6,0,100,14"
"PANTONE";"382 C";"#C4D600";"196,214,0";"8,0,100,16"
"PANTONE";"383 C";"#A8AD00";"168,173,0";"3,0,100,32"
"PANTONE";"384 C";"#949300";"148,147,0";"0,1,100,42"
"PANTONE";"385 C";"#787121";"120,113,33";"0,6,73,53"
"PANTONE";"386 C";"#E9EC6B";"233,236,107";"1,0,55,7"
"PANTONE";"387 C";"#E3E935";"227,233,53";"3,0,77,9"
"PANTONE";"388 C";"#E0E722";"224,231,34";"3,0,85,9"
"PANTONE";"389 C";"#D0DF00";"208,223,0";"7,0,100,13"
"PANTONE";"390 C";"#B5BD00";"181,189,0";"4,0,100,26"
"PANTONE";"391 C";"#9A9500";"154,149,0";"0,3,100,40"
"PANTONE";"392 C";"#827A04";"130,122,4";"0,6,97,49"
"PANTONE";"587 C";"#E3E48D";"227,228,141";"0,0,38,11"
"PANTONE";"586 C";"#E0E27C";"224,226,124";"1,0,45,11"
"PANTONE";"585 C";"#DBDE70";"219,222,112";"1,0,50,13"
"PANTONE";"584 C";"#D2D755";"210,215,85";"2,0,60,16"
"PANTONE";"583 C";"#B7BF10";"183,191,16";"4,0,92,25"
"PANTONE";"582 C";"#8E8C13";"142,140,19";"0,1,87,44"
"PANTONE";"581 C";"#625D20";"98,93,32";"0,5,67,62"
"PANTONE";"393 C";"#F0EC74";"240,236,116";"0,2,52,6"
"PANTONE";"394 C";"#EDE939";"237,233,57";"0,2,76,7"
"PANTONE";"395 C";"#ECE81A";"236,232,26";"0,2,89,7"
"PANTONE";"396 C";"#E1E000";"225,224,0";"0,0,100,12"
"PANTONE";"397 C";"#BFB800";"191,184,0";"0,4,100,25"
"PANTONE";"398 C";"#ADA400";"173,164,0";"0,5,100,32"
"PANTONE";"399 C";"#A09200";"160,146,0";"0,9,100,37"
"PANTONE";"3935 C";"#F3EA5D";"243,234,93";"0,4,62,5"
"PANTONE";"3945 C";"#F3E600";"243,230,0";"0,5,100,5"
"PANTONE";"3955 C";"#EFDF00";"239,223,0";"0,7,100,6"
"PANTONE";"3965 C";"#EEDC00";"238,220,0";"0,8,100,7"
"PANTONE";"3975 C";"#BBA600";"187,166,0";"0,11,100,27"
"PANTONE";"3985 C";"#9A8700";"154,135,0";"0,12,100,40"
"PANTONE";"3995 C";"#685C20";"104,92,32";"0,12,69,59"
"PANTONE";"600 C";"#F1EB9C";"241,235,156";"0,2,35,5"
"PANTONE";"601 C";"#F0E991";"240,233,145";"0,3,40,6"
"PANTONE";"602 C";"#F0E87B";"240,232,123";"0,3,49,6"
"PANTONE";"603 C";"#EDE04B";"237,224,75";"0,5,68,7"
"PANTONE";"604 C";"#EADA24";"234,218,36";"0,7,85,8"
"PANTONE";"605 C";"#E1CD00";"225,205,0";"0,9,100,12"
"PANTONE";"606 C";"#CFB500";"207,181,0";"0,13,100,19"
"PANTONE";"607 C";"#EBE49A";"235,228,154";"0,3,34,8"
"PANTONE";"608 C";"#E9E186";"233,225,134";"0,3,42,9"
"PANTONE";"609 C";"#E6DE77";"230,222,119";"0,3,48,10"
"PANTONE";"610 C";"#E1D555";"225,213,85";"0,5,62,12"
"PANTONE";"611 C";"#D7C826";"215,200,38";"0,7,82,16"
"PANTONE";"612 C";"#C4B000";"196,176,0";"0,10,100,23"
"PANTONE";"613 C";"#B39B00";"179,155,0";"0,13,100,30"
"PANTONE";"461 C";"#E9DF97";"233,223,151";"0,4,35,9"
"PANTONE";"460 C";"#E4D77E";"228,215,126";"0,6,45,11"
"PANTONE";"459 C";"#DECD63";"222,205,99";"0,8,55,13"
"PANTONE";"458 C";"#D9C756";"217,199,86";"0,8,60,15"
"PANTONE";"457 C";"#B89D18";"184,157,24";"0,15,87,28"
"PANTONE";"456 C";"#A28E2A";"162,142,42";"0,12,74,36"
"PANTONE";"455 C";"#695B24";"105,91,36";"0,13,66,59"
"PANTONE";"614 C";"#DCD59A";"220,213,154";"0,3,30,14"
